                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    304,                0.62797,                0.65041,                0.78264,                 0.6973,                0.63292,                0.65162,                0.30045,                 1.9499,                 2.9306,                0.94118,             0.00090187,             0.00090187,             0.00090187
                    305,                0.61963,                0.64531,                 0.7837,                0.70486,                0.63252,                0.64728,                0.29741,                 1.9507,                 2.9749,                0.94145,             0.00090124,             0.00090124,             0.00090124
                    306,                0.62251,                0.63283,                0.78092,                0.69115,                0.63861,                  0.646,                 0.2945,                 1.9607,                 2.9658,                0.94467,             0.00090061,             0.00090061,             0.00090061
                    307,                0.60927,                  0.644,                0.77919,                 0.7138,                0.61881,                0.64296,                0.29319,                 1.9588,                 2.9673,                0.94575,             0.00089998,             0.00089998,             0.00089998
                    308,                0.61364,                0.62265,                0.78401,                0.70296,                0.61881,                0.63723,                0.29249,                 1.9455,                 2.9616,                0.94192,             0.00089935,             0.00089935,             0.00089935
                    309,                0.62417,                0.65781,                0.78095,                0.68037,                0.63614,                0.63995,                0.29634,                 1.9431,                 2.9557,                 0.9428,             0.00089872,             0.00089872,             0.00089872
                    310,                0.61041,                0.62208,                0.78237,                0.67261,                0.63056,                0.63097,                0.29167,                 1.9362,                 2.9573,                0.94157,             0.00089808,             0.00089808,             0.00089808
                    311,                0.60976,                0.63122,                0.78178,                0.70876,                 0.6084,                0.63202,                0.29405,                 1.9233,                 2.9829,                0.94033,             0.00089744,             0.00089744,             0.00089744
                    312,                0.61963,                0.63877,                0.77878,                0.66861,                0.64109,                0.63043,                0.29142,                 1.9169,                 2.9813,                0.93875,             0.00089681,             0.00089681,             0.00089681
                    313,                0.60202,                0.61504,                 0.7838,                0.67241,                0.64109,                0.63092,                0.29258,                 1.9193,                 2.9953,                0.93915,             0.00089617,             0.00089617,             0.00089617
                    314,                0.61467,                0.63141,                0.77612,                0.67248,                0.64038,                0.62837,                0.29084,                 1.9194,                 2.9723,                0.93764,             0.00089552,             0.00089552,             0.00089552
                    315,                0.62823,                0.64216,                0.78068,                0.67295,                0.64109,                0.62797,                0.29172,                 1.9206,                 3.0025,                0.93582,             0.00089488,             0.00089488,             0.00089488
                    316,                0.61092,                0.63584,                 0.7823,                0.67438,                0.63861,                0.62785,                0.28827,                 1.9322,                  3.053,                0.93731,             0.00089423,             0.00089423,             0.00089423
                    317,                0.61028,                0.63296,                0.78566,                0.66921,                0.63366,                0.62394,                0.29065,                 1.9353,                 3.0599,                0.93595,             0.00089359,             0.00089359,             0.00089359
                    318,                0.60258,                0.62321,                0.78242,                0.66537,                0.63614,                0.63058,                0.28988,                 1.9495,                 3.0986,                0.93924,             0.00089294,             0.00089294,             0.00089294
                    319,                0.60137,                0.61907,                0.77679,                 0.6706,                0.63614,                0.63157,                 0.2889,                 1.9631,                 3.1424,                0.94032,             0.00089229,             0.00089229,             0.00089229
                    320,                0.61651,                0.63748,                0.78523,                0.67917,                0.63861,                0.63854,                0.28923,                 1.9726,                 3.1463,                0.94082,             0.00089163,             0.00089163,             0.00089163
                    321,                0.61323,                0.63529,                 0.7847,                0.67588,                0.64003,                0.63445,                0.28916,                 1.9713,                 3.1446,                0.94058,             0.00089098,             0.00089098,             0.00089098
                    322,                0.60218,                0.61778,                0.77895,                0.68071,                0.64908,                0.63779,                0.29054,                 1.9717,                 3.1654,                0.94045,             0.00089032,             0.00089032,             0.00089032
                    323,                0.59672,                0.61988,                 0.7776,                 0.6787,                0.64851,                0.63683,                0.29122,                 1.9663,                  3.181,                0.94057,             0.00088967,             0.00088967,             0.00088967
                    324,                0.60819,                0.62593,                0.77936,                0.68145,                 0.6407,                0.63299,                0.28964,                  1.969,                 3.2023,                0.93981,             0.00088901,             0.00088901,             0.00088901
                    325,                0.60372,                 0.6267,                0.78447,                0.67358,                0.63614,                0.63101,                0.29138,                 1.9671,                 3.1928,                0.94027,             0.00088834,             0.00088834,             0.00088834
                    326,                0.61091,                  0.638,                0.78199,                0.66906,                0.63554,                0.62816,                0.29028,                 1.9612,                 3.1877,                 0.9394,             0.00088768,             0.00088768,             0.00088768
                    327,                 0.5984,                0.62654,                0.77466,                0.66949,                0.63119,                0.62821,                0.29047,                 1.9586,                 3.1948,                0.93842,             0.00088702,             0.00088702,             0.00088702
                    328,                0.59227,                0.62036,                0.78232,                0.68133,                0.64035,                0.63582,                0.29234,                 1.9611,                 3.2148,                0.93796,             0.00088635,             0.00088635,             0.00088635
                    329,                0.59333,                0.60591,                0.77619,                0.67635,                0.63861,                0.63467,                0.29129,                 1.9593,                 3.2066,                0.93817,             0.00088568,             0.00088568,             0.00088568
                    330,                0.60262,                0.62458,                0.77944,                0.68114,                0.65099,                0.64354,                0.29127,                 1.9619,                 3.2107,                0.93937,             0.00088501,             0.00088501,             0.00088501
                    331,                0.61881,                0.62176,                0.77677,                0.67888,                0.64604,                0.63502,                0.29134,                 1.9536,                 3.2018,                 0.9381,             0.00088434,             0.00088434,             0.00088434
                    332,                 0.5896,                0.61905,                0.77573,                 0.6749,                0.63719,                0.63663,                0.29335,                  1.954,                 3.2003,                0.93799,             0.00088367,             0.00088367,             0.00088367
                    333,                0.60213,                0.60999,                0.77027,                0.68215,                0.63746,                0.63778,                0.29367,                 1.9582,                 3.1976,                0.93973,             0.00088299,             0.00088299,             0.00088299
                    334,                0.60056,                0.61447,                0.77559,                 0.6843,                0.63614,                0.64015,                0.29402,                 1.9603,                 3.2206,                0.94122,             0.00088232,             0.00088232,             0.00088232
                    335,                0.59074,                0.61551,                0.78357,                0.68871,                0.64074,                0.65002,                0.29715,                 1.9526,                  3.179,                0.94072,             0.00088164,             0.00088164,             0.00088164
                    336,                0.59828,                0.62815,                0.77838,                0.68851,                0.64356,                  0.654,                0.30057,                 1.9519,                 3.1824,                0.94093,             0.00088111,             0.00088111,             0.00088111
                    337,                0.59325,                0.62543,                0.77827,                0.68935,                0.64604,                0.66187,                0.30115,                  1.959,                 3.1794,                 0.9423,             0.00088043,             0.00088043,             0.00088043
                    338,                0.59852,                0.62403,                0.78711,                0.69018,                0.64356,                0.66064,                0.30144,                 1.9628,                 3.1918,                0.94222,             0.00087975,             0.00087975,             0.00087975
                    339,                0.58662,                0.61374,                0.78721,                0.68594,                0.63793,                0.65524,                0.30156,                  1.961,                 3.1947,                0.94361,             0.00087906,             0.00087906,             0.00087906
                    340,                0.58821,                0.61513,                0.77406,                0.67684,                0.63249,                0.65424,                0.30223,                 1.9619,                 3.1828,                0.94331,             0.00087838,             0.00087838,             0.00087838
                    341,                  0.589,                0.61043,                0.77699,                  0.681,                0.63366,                0.65494,                0.30153,                 1.9578,                 3.1608,                0.94305,             0.00087769,             0.00087769,             0.00087769
                    342,                0.59496,                0.61655,                0.77773,                0.68082,                0.63358,                0.65445,                0.30164,                 1.9589,                 3.1414,                0.94392,               0.000877,               0.000877,               0.000877
                    343,                0.57559,                0.60089,                0.78668,                0.68337,                0.63572,                0.65435,                0.30047,                 1.9646,                 3.1659,                0.94375,             0.00087631,             0.00087631,             0.00087631
                    344,                0.58985,                0.62124,                0.78108,                 0.6816,                0.63119,                  0.652,                0.30177,                 1.9635,                 3.1542,                 0.9439,             0.00087562,             0.00087562,             0.00087562
                    345,                0.61096,                0.63193,                 0.7776,                0.68196,                0.63366,                0.65528,                0.30123,                 1.9576,                 3.1111,                0.94312,             0.00087493,             0.00087493,             0.00087493
                    346,                 0.5983,                0.61315,                0.78192,                0.68248,                0.63366,                0.65366,                0.30187,                 1.9557,                  3.107,                0.94357,             0.00087423,             0.00087423,             0.00087423
                    347,                0.60051,                0.62399,                0.78211,                0.67816,                0.63632,                0.65339,                0.30161,                 1.9571,                  3.094,                0.94356,             0.00087353,             0.00087353,             0.00087353
                    348,                0.59119,                0.61705,                0.78196,                0.67714,                0.63614,                0.65312,                0.30238,                 1.9577,                 3.0863,                0.94356,             0.00087283,             0.00087283,             0.00087283
                    349,                0.58595,                0.60028,                0.78117,                0.68296,                0.64519,                0.65825,                0.30285,                 1.9619,                 3.0733,                0.94474,             0.00087213,             0.00087213,             0.00087213
                    350,                0.59754,                0.61646,                0.78747,                0.68303,                0.64604,                0.65864,                0.30352,                 1.9605,                 3.0667,                0.94484,             0.00087143,             0.00087143,             0.00087143
                    351,                0.57217,                0.61615,                0.75707,                0.68581,                0.64296,                 0.6571,                0.30394,                 1.9619,                 3.0672,                0.94477,             0.00087073,             0.00087073,             0.00087073
                    352,                0.58991,                0.60868,                0.77217,                0.67812,                0.64356,                0.65533,                0.30292,                 1.9622,                 3.0613,                0.94528,             0.00087002,             0.00087002,             0.00087002
                    353,                0.58525,                0.60535,                0.77887,                0.68352,                0.64604,                0.65857,                 0.3028,                 1.9576,                 3.0639,                0.94507,             0.00086931,             0.00086931,             0.00086931
                    354,                0.59172,                0.60976,                 0.7757,                0.68294,                0.64109,                0.65696,                0.30236,                 1.9616,                 3.0662,                0.94544,              0.0008686,              0.0008686,              0.0008686
                    355,                0.60445,                0.62515,                0.78095,                0.65465,                0.65842,                0.65277,                0.30265,                  1.967,                 3.0831,                0.94586,             0.00086789,             0.00086789,             0.00086789
                    356,                0.58758,                0.60378,                 0.7849,                0.65477,                0.66832,                 0.6576,                0.30302,                 1.9626,                 3.0943,                0.94631,             0.00086718,             0.00086718,             0.00086718
                    357,                0.58204,                0.61882,                0.77557,                0.65433,                0.66832,                0.65645,                0.30352,                 1.9654,                 3.0958,                0.94524,             0.00086647,             0.00086647,             0.00086647
                    358,                0.58483,                0.61166,                0.77612,                0.67155,                0.64356,                0.65332,                0.30344,                 1.9627,                 3.0734,                0.94476,             0.00086575,             0.00086575,             0.00086575
                    359,                0.57018,                0.60425,                0.78233,                 0.6687,                0.64356,                0.65565,                0.30159,                 1.9657,                 3.0922,                0.94488,             0.00086504,             0.00086504,             0.00086504
                    360,                0.57724,                0.60447,                0.77704,                0.66245,                0.66064,                0.65555,                0.30219,                 1.9608,                 3.0991,                0.94409,             0.00086432,             0.00086432,             0.00086432
                    361,                0.56923,                0.59548,                0.77955,                0.66478,                0.66089,                0.66108,                 0.3033,                 1.9617,                  3.118,                 0.9443,              0.0008636,              0.0008636,              0.0008636
                    362,                 0.5762,                 0.6045,                0.78252,                0.68799,                0.62221,                0.66339,                0.30477,                 1.9606,                 3.1372,                0.94396,             0.00086288,             0.00086288,             0.00086288
                    363,                0.58309,                0.62062,                0.77754,                0.68732,                0.62027,                0.66032,                0.30443,                 1.9592,                  3.157,                0.94383,             0.00086215,             0.00086215,             0.00086215
                    364,                0.59474,                0.61622,                0.78239,                0.68742,                0.61881,                0.65999,                0.30558,                 1.9598,                 3.1772,                0.94453,             0.00086143,             0.00086143,             0.00086143
                    365,                0.55877,                0.59837,                0.77187,                0.68738,                0.62045,                0.66057,                0.30543,                 1.9571,                 3.1711,                0.94414,              0.0008607,              0.0008607,              0.0008607
                    366,                0.56614,                0.60089,                0.78314,                0.68546,                0.62129,                0.66199,                0.30713,                 1.9589,                 3.1842,                0.94477,             0.00085997,             0.00085997,             0.00085997
                    367,                0.58556,                0.60284,                0.78362,                0.68833,                0.62129,                0.66161,                0.30665,                  1.956,                  3.174,                0.94401,             0.00085924,             0.00085924,             0.00085924
                    368,                0.56852,                0.59807,                0.77663,                0.69045,                0.62387,                0.66285,                 0.3082,                 1.9523,                 3.1676,                0.94339,             0.00085851,             0.00085851,             0.00085851
                    369,                0.56061,                0.59182,                0.78154,                0.69571,                0.62816,                0.66396,                0.30843,                 1.9467,                 3.1696,                0.94341,             0.00085778,             0.00085778,             0.00085778
                    370,                0.57009,                0.59207,                0.77802,                0.67095,                0.65612,                0.66529,                 0.3105,                 1.9455,                 3.1782,                 0.9429,             0.00085705,             0.00085705,             0.00085705
                    371,                0.55952,                0.59696,                0.77208,                0.66983,                0.65347,                0.66377,                0.31198,                 1.9494,                 3.1789,                0.94406,             0.00085631,             0.00085631,             0.00085631
                    372,                0.58729,                0.58597,                0.78168,                0.66694,                0.65099,                0.66369,                0.31249,                 1.9354,                 3.1266,                0.93972,             0.00085557,             0.00085557,             0.00085557
                    373,                0.58813,                0.61722,                0.78311,                0.66236,                0.66584,                0.66465,                0.31173,                 1.9369,                 3.1333,                0.93935,             0.00085483,             0.00085483,             0.00085483
                    374,                0.58598,                0.62041,                0.77645,                0.64635,                0.67574,                0.66766,                0.31138,                 1.9404,                 3.1606,                0.94053,             0.00085409,             0.00085409,             0.00085409
                    375,                0.58589,                0.60881,                0.77683,                0.66738,                0.65062,                0.66214,                0.30933,                 1.9378,                  3.161,                0.94041,             0.00085335,             0.00085335,             0.00085335
                    376,                0.56404,                0.58653,                0.77746,                0.69164,                0.63291,                0.66603,                0.31027,                 1.9387,                 3.1755,                0.94087,             0.00085261,             0.00085261,             0.00085261
                    377,                0.58359,                0.60407,                0.78252,                0.68838,                0.62881,                0.66724,                0.31148,                 1.9363,                 3.1586,                 0.9405,             0.00085186,             0.00085186,             0.00085186
                    378,                0.56927,                0.58912,                0.77611,                 0.6732,                0.64109,                0.66587,                0.31226,                 1.9371,                 3.1658,                0.94069,             0.00085111,             0.00085111,             0.00085111
                    379,                 0.5787,                0.60773,                0.77833,                0.67302,                0.64109,                0.66565,                0.31101,                 1.9368,                 3.1475,                0.94116,             0.00085037,             0.00085037,             0.00085037
                    380,                0.57803,                0.59865,                0.78235,                0.67174,                0.64109,                0.66542,                0.31094,                 1.9395,                 3.1499,                0.94154,             0.00084962,             0.00084962,             0.00084962
                    381,                0.55031,                0.56926,                 0.7852,                0.66712,                0.64604,                0.66607,                0.31163,                 1.9428,                 3.1473,                0.94192,             0.00084886,             0.00084886,             0.00084886
                    382,                0.58913,                0.61513,                0.78239,                0.66567,                0.64851,                0.66388,                0.31006,                 1.9405,                 3.1608,                0.94194,             0.00084811,             0.00084811,             0.00084811
                    383,                0.56863,                0.58913,                0.78197,                0.68514,                0.62129,                0.66232,                0.31011,                 1.9427,                 3.1636,                0.94248,             0.00084736,             0.00084736,             0.00084736
                    384,                0.56581,                0.59051,                0.78191,                0.66985,                0.64284,                0.66319,                0.31045,                 1.9365,                 3.1503,                0.94211,              0.0008466,              0.0008466,              0.0008466
                    385,                0.55641,                0.58602,                0.77961,                0.58333,                0.72772,                0.66307,                0.30912,                 1.9443,                 3.1602,                0.94235,             0.00084584,             0.00084584,             0.00084584
                    386,                0.56752,                0.58995,                0.78157,                0.58333,                0.72772,                0.66334,                0.31096,                  1.939,                 3.1661,                0.94224,             0.00084508,             0.00084508,             0.00084508
                    387,                0.56129,                0.59007,                0.77245,                0.58532,                 0.7302,                0.66419,                0.31077,                 1.9397,                 3.1709,                0.94186,             0.00084432,             0.00084432,             0.00084432
                    388,                0.56378,                0.59565,                0.77497,                0.58185,                 0.7302,                 0.6628,                0.31105,                 1.9373,                 3.1601,                0.94091,             0.00084356,             0.00084356,             0.00084356
                    389,                0.58366,                0.59815,                0.78385,                0.58185,                 0.7302,                0.66287,                  0.312,                 1.9374,                 3.1526,                0.94049,              0.0008428,              0.0008428,              0.0008428
                    390,                0.57223,                0.58893,                0.78353,                0.65716,                0.66337,                0.66284,                0.31116,                 1.9377,                 3.1524,                0.94094,             0.00084203,             0.00084203,             0.00084203
                    391,                0.56411,                0.58389,                0.77918,                 0.6747,                  0.652,                0.66212,                0.31173,                 1.9356,                 3.1397,                0.94078,             0.00084127,             0.00084127,             0.00084127
                    392,                0.56383,                0.58797,                0.77995,                0.68047,                0.63861,                0.66038,                0.31135,                 1.9335,                 3.1242,                0.94055,              0.0008405,              0.0008405,              0.0008405
                    393,                0.56696,                 0.5945,                0.78105,                0.67455,                0.64109,                0.66041,                0.31101,                 1.9324,                 3.1488,                0.94033,             0.00083973,             0.00083973,             0.00083973
                    394,                0.56073,                0.58745,                0.78403,                0.67731,                0.64109,                 0.6587,                0.31039,                  1.934,                  3.153,                0.94089,             0.00083896,             0.00083896,             0.00083896
                    395,                0.55813,                0.58036,                0.78002,                0.67791,                0.64078,                0.65756,                0.31039,                 1.9392,                 3.1459,                0.94206,             0.00083818,             0.00083818,             0.00083818
                    396,                0.56043,                0.58321,                0.77158,                0.67189,                0.64851,                0.65814,                0.31018,                 1.9406,                 3.1535,                0.94211,             0.00083741,             0.00083741,             0.00083741
                    397,                0.55895,                0.58992,                0.77627,                0.67452,                0.65659,                  0.658,                0.31069,                 1.9377,                  3.146,                0.94159,             0.00083663,             0.00083663,             0.00083663
                    398,                0.54347,                 0.5753,                  0.778,                0.67844,                0.64234,                0.65764,                0.31048,                 1.9387,                 3.1307,                0.94174,             0.00083586,             0.00083586,             0.00083586
                    399,                0.55469,                0.58212,                0.78176,                0.67463,                0.65594,                0.65824,                0.30879,                 1.9403,                 3.1467,                0.94232,             0.00083508,             0.00083508,             0.00083508
                    400,                0.55279,                0.58073,                0.78138,                 0.6703,                0.65842,                0.65846,                0.30896,                 1.9409,                 3.1357,                 0.9419,              0.0008343,              0.0008343,              0.0008343
                    401,                0.56397,                0.60071,                0.77782,                0.65652,                0.65842,                 0.6562,                0.30666,                 1.9423,                  3.149,                0.94287,             0.00083352,             0.00083352,             0.00083352
                    402,                0.57351,                0.61008,                0.77047,                0.65856,                0.66089,                0.65589,                0.30595,                 1.9376,                  3.158,                 0.9416,             0.00083273,             0.00083273,             0.00083273
                    403,                0.55242,                0.58696,                0.78274,                0.65048,                0.65842,                0.65194,                0.30563,                 1.9409,                 3.1639,                0.94212,             0.00083195,             0.00083195,             0.00083195
                    404,                0.55316,                0.57616,                0.77477,                0.65101,                0.65842,                0.65202,                0.30524,                 1.9378,                 3.1628,                0.94176,             0.00083116,             0.00083116,             0.00083116
                    405,                0.56802,                0.59838,                0.77421,                0.64943,                 0.6603,                0.65077,                 0.3048,                 1.9361,                 3.1697,                0.94187,             0.00083038,             0.00083038,             0.00083038
                    406,                0.55274,                0.58519,                0.78024,                0.65367,                0.65842,                0.65023,                0.30457,                 1.9383,                 3.1629,                0.94204,             0.00082959,             0.00082959,             0.00082959
                    407,                 0.5449,                0.57547,                0.77535,                0.65724,                0.65594,                0.64604,                 0.3029,                 1.9356,                 3.1647,                0.94159,              0.0008288,              0.0008288,              0.0008288
                    408,                0.54256,                0.56976,                0.78282,                0.66575,                0.64586,                0.64458,                0.30276,                 1.9347,                 3.1714,                0.94157,               0.000828,               0.000828,               0.000828
